timestamp_utc,asset_id,vibration_mm_s,bearing_temp_c,motor_current_a,flow_l_min,quality_flag
2026-09-20T06:12:00Z,DEMO-PUMP-04,1.92,45.7,8.11,100.1,ok
2026-09-20T06:13:00Z,DEMO-FAN-01,2.98,39.6,4.11,,ok
2026-09-20T06:13:00Z,DEMO-PUMP-03,2.11,,7.99,100.5,partial
2026-09-20T06:13:00Z,DEMO-PUMP-04,1.81,46.6,8.18,101.7,ok
2026-09-20T06:14:00Z,DEMO-FAN-01,2.97,39.2,4.19,,ok
2026-09-20T06:14:00Z,DEMO-PUMP-03,2.15,,7.87,102.0,partial
2026-09-20T06:14:00Z,DEMO-PUMP-04,2.18,44.7,7.98,100.3,ok
2026-09-20T06:15:00Z,DEMO-FAN-01,2.70,38.7,4.15,,ok
2026-09-20T06:15:00Z,DEMO-PUMP-03,2.15,,8.05,98.4,partial
2026-09-20T06:15:00Z,DEMO-PUMP-04,1.84,46.2,7.82,99.7,ok
2026-09-20T06:16:00Z,DEMO-FAN-01,2.72,39.7,4.14,,ok
2026-09-20T06:16:00Z,DEMO-PUMP-03,1.81,,8.02,101.3,partial
2026-09-20T06:16:00Z,DEMO-PUMP-04,1.99,45.3,7.91,101.4,ok
2026-09-20T06:17:00Z,DEMO-FAN-01,2.52,39.5,4.04,,ok
2026-09-20T06:17:00Z,DEMO-PUMP-03,2.12,,8.01,99.4,partial
2026-09-20T06:17:00Z,DEMO-PUMP-04,2.18,46.4,7.94,98.7,ok
2026-09-20T06:18:00Z,DEMO-FAN-01,2.72,40.9,4.22,,ok
2026-09-20T06:18:00Z,DEMO-PUMP-03,1.88,,8.08,101.5,partial
2026-09-20T06:18:00Z,DEMO-PUMP-04,2.07,45.2,8.15,99.0,ok
2026-09-20T06:19:00Z,DEMO-FAN-01,2.83,38.0,4.16,,ok
2026-09-20T06:19:00Z,DEMO-PUMP-03,2.08,,8.05,98.5,partial
2026-09-20T06:19:00Z,DEMO-PUMP-04,1.84,46.2,8.15,98.6,ok
2026-09-20T06:20:00Z,DEMO-FAN-01,2.55,38.2,4.21,,ok
2026-09-20T06:20:00Z,DEMO-PUMP-03,2.14,,8.10,100.3,partial
2026-09-20T06:20:00Z,DEMO-PUMP-04,2.00,46.5,7.85,101.5,ok
2026-09-20T06:21:00Z,DEMO-FAN-01,2.57,38.3,4.08,,ok
2026-09-20T06:21:00Z,DEMO-PUMP-03,1.89,,8.03,99.0,partial
2026-09-20T06:21:00Z,DEMO-PUMP-04,1.92,45.8,7.89,99.8,ok
2026-09-20T06:22:00Z,DEMO-FAN-01,2.96,38.6,4.04,,ok
2026-09-20T06:22:00Z,DEMO-PUMP-03,2.11,,7.90,101.7,partial
2026-09-20T06:22:00Z,DEMO-PUMP-04,2.05,46.4,8.06,99.3,ok
2026-09-20T06:23:00Z,DEMO-FAN-01,2.93,38.3,4.39,,ok
2026-09-20T06:23:00Z,DEMO-PUMP-03,1.80,,8.03,100.3,partial
2026-09-20T06:23:00Z,DEMO-PUMP-04,2.06,46.0,7.86,101.3,ok
2026-09-20T06:24:00Z,DEMO-FAN-01,2.95,40.8,4.12,,ok
2026-09-20T06:24:00Z,DEMO-PUMP-03,2.20,,7.84,98.2,partial
2026-09-20T06:24:00Z,DEMO-PUMP-04,2.15,46.3,7.80,100.6,ok
2026-09-20T06:25:00Z,DEMO-FAN-01,2.62,40.7,4.28,,ok
2026-09-20T06:25:00Z,DEMO-PUMP-03,2.11,,8.00,100.0,partial
2026-09-20T06:25:00Z,DEMO-PUMP-04,2.06,45.6,8.02,98.9,ok
2026-09-20T06:26:00Z,DEMO-FAN-01,2.98,39.8,4.22,,ok
2026-09-20T06:26:00Z,DEMO-PUMP-03,2.13,,7.98,101.7,partial
2026-09-20T06:26:00Z,DEMO-PUMP-04,2.17,45.7,7.83,98.5,ok
2026-09-20T06:27:00Z,DEMO-FAN-01,2.53,39.1,4.11,,ok
2026-09-20T06:27:00Z,DEMO-PUMP-03,2.11,,7.97,101.0,partial
2026-09-20T06:27:00Z,DEMO-PUMP-04,1.82,46.3,8.04,100.5,ok
2026-09-20T06:28:00Z,DEMO-FAN-01,2.57,38.3,4.32,,ok
2026-09-20T06:28:00Z,DEMO-PUMP-03,1.85,,7.82,100.7,partial
2026-09-20T06:28:00Z,DEMO-PUMP-04,1.95,46.8,8.04,100.7,ok
2026-09-20T06:29:00Z,DEMO-FAN-01,2.63,40.5,4.35,,ok
2026-09-20T06:29:00Z,DEMO-PUMP-03,1.94,,7.87,98.8,partial
2026-09-20T06:29:00Z,DEMO-PUMP-04,2.20,46.9,7.88,101.1,ok
2026-09-20T06:30:00Z,DEMO-FAN-01,2.71,39.2,4.21,,ok
2026-09-20T06:30:00Z,DEMO-PUMP-03,1.91,,7.98,101.5,partial
2026-09-20T06:30:00Z,DEMO-PUMP-04,2.16,47.0,7.93,101.4,ok
2026-09-20T06:31:00Z,DEMO-FAN-01,2.66,40.0,4.31,,ok
2026-09-20T06:31:00Z,DEMO-PUMP-03,1.95,,7.99,99.8,partial
2026-09-20T06:31:00Z,DEMO-PUMP-04,2.11,44.0,8.12,100.1,ok
2026-09-20T06:32:00Z,DEMO-FAN-01,2.66,40.3,4.20,,ok
2026-09-20T06:32:00Z,DEMO-PUMP-03,2.19,,7.82,98.8,partial
2026-09-20T06:32:00Z,DEMO-PUMP-04,1.86,44.8,8.11,101.8,ok
2026-09-20T06:33:00Z,DEMO-FAN-01,2.93,40.5,4.20,,ok
2026-09-20T06:33:00Z,DEMO-PUMP-03,1.84,,8.17,98.4,partial
2026-09-20T06:33:00Z,DEMO-PUMP-04,1.93,44.8,7.99,100.9,ok
2026-09-20T06:34:00Z,DEMO-FAN-01,2.58,40.3,4.35,,ok
2026-09-20T06:34:00Z,DEMO-PUMP-03,2.08,,8.09,100.9,partial
2026-09-20T06:34:00Z,DEMO-PUMP-04,2.14,44.8,8.11,100.0,ok
2026-09-20T06:35:00Z,DEMO-FAN-01,2.60,39.2,4.34,,ok
2026-09-20T06:35:00Z,DEMO-PUMP-03,2.06,,8.18,98.1,partial
2026-09-20T06:35:00Z,DEMO-PUMP-04,2.02,45.8,8.11,101.2,ok
2026-09-20T06:36:00Z,DEMO-FAN-01,2.87,40.1,4.05,,ok
2026-09-20T06:36:00Z,DEMO-PUMP-03,2.14,,7.87,100.5,partial
2026-09-20T06:36:00Z,DEMO-PUMP-04,1.80,45.3,8.04,100.0,ok
2026-09-20T06:37:00Z,DEMO-FAN-01,2.69,39.0,4.13,,ok
2026-09-20T06:37:00Z,DEMO-PUMP-03,2.18,,7.98,98.5,partial
2026-09-20T06:37:00Z,DEMO-PUMP-04,1.97,45.1,8.11,99.5,ok
2026-09-20T06:38:00Z,DEMO-FAN-01,2.92,41.0,4.22,,ok
2026-09-20T06:38:00Z,DEMO-PUMP-03,1.93,,7.94,101.4,partial
2026-09-20T06:38:00Z,DEMO-PUMP-04,2.06,46.5,8.09,102.0,ok
2026-09-20T06:39:00Z,DEMO-FAN-01,2.98,40.2,4.34,,ok
2026-09-20T06:39:00Z,DEMO-PUMP-03,2.00,,8.20,99.5,partial
2026-09-20T06:39:00Z,DEMO-PUMP-04,1.81,46.0,8.19,98.6,ok
2026-09-20T06:40:00Z,DEMO-FAN-01,2.87,38.1,4.18,,ok
2026-09-20T06:40:00Z,DEMO-PUMP-03,2.04,,8.16,98.8,partial
2026-09-20T06:40:00Z,DEMO-PUMP-04,1.95,45.3,7.87,98.4,ok
2026-09-20T06:41:00Z,DEMO-FAN-01,2.55,40.3,4.17,,ok
2026-09-20T06:41:00Z,DEMO-PUMP-03,2.17,,7.93,100.1,partial
2026-09-20T06:41:00Z,DEMO-PUMP-04,1.82,45.8,8.01,100.8,ok
2026-09-20T06:42:00Z,DEMO-FAN-01,2.91,40.0,4.37,,ok
2026-09-20T06:42:00Z,DEMO-PUMP-03,2.20,,8.04,101.6,partial
2026-09-20T06:42:00Z,DEMO-PUMP-04,2.13,45.3,7.90,101.4,ok
2026-09-20T06:43:00Z,DEMO-FAN-01,2.74,40.0,4.11,,ok
2026-09-20T06:43:00Z,DEMO-PUMP-03,2.19,,8.15,98.1,partial
2026-09-20T06:43:00Z,DEMO-PUMP-04,2.15,46.1,8.12,98.4,ok
2026-09-20T06:44:00Z,DEMO-FAN-01,2.80,38.7,4.03,,ok
2026-09-20T06:44:00Z,DEMO-PUMP-03,1.80,,8.13,98.8,partial
2026-09-20T06:44:00Z,DEMO-PUMP-04,2.04,44.6,8.01,101.4,ok
2026-09-20T06:45:00Z,DEMO-FAN-01,2.60,38.8,4.02,,ok
2026-09-20T06:45:00Z,DEMO-PUMP-03,2.09,,8.17,101.6,partial
2026-09-20T06:45:00Z,DEMO-PUMP-04,1.98,46.9,8.19,99.4,ok
2026-09-20T06:46:00Z,DEMO-FAN-01,2.69,39.4,4.11,,ok
2026-09-20T06:46:00Z,DEMO-PUMP-03,2.20,,7.98,101.2,partial
2026-09-20T06:46:00Z,DEMO-PUMP-04,1.97,46.7,8.03,100.5,ok
2026-09-20T06:47:00Z,DEMO-FAN-01,2.86,38.4,4.08,,ok
2026-09-20T06:47:00Z,DEMO-PUMP-03,2.00,,7.82,98.1,partial
2026-09-20T06:47:00Z,DEMO-PUMP-04,2.09,44.4,7.93,101.4,ok
2026-09-20T06:48:00Z,DEMO-FAN-01,2.67,39.1,4.36,,ok
2026-09-20T06:48:00Z,DEMO-PUMP-03,2.06,,7.94,99.8,partial
2026-09-20T06:48:00Z,DEMO-PUMP-04,2.03,44.6,8.15,101.3,ok
2026-09-20T06:49:00Z,DEMO-FAN-01,2.59,38.5,4.11,,ok
2026-09-20T06:49:00Z,DEMO-PUMP-03,2.08,,7.90,100.8,partial
2026-09-20T06:49:00Z,DEMO-PUMP-04,2.00,44.3,8.00,100.2,ok
2026-09-20T06:50:00Z,DEMO-FAN-01,2.55,38.7,4.05,,ok
2026-09-20T06:50:00Z,DEMO-PUMP-03,2.07,,8.07,100.3,partial
2026-09-20T06:50:00Z,DEMO-PUMP-04,2.06,45.9,8.08,101.8,ok
2026-09-20T06:51:00Z,DEMO-FAN-01,2.65,40.4,4.02,,ok
2026-09-20T06:51:00Z,DEMO-PUMP-03,2.20,,8.09,100.2,partial
2026-09-20T06:51:00Z,DEMO-PUMP-04,1.91,44.4,7.93,101.4,ok
2026-09-20T06:52:00Z,DEMO-FAN-01,2.80,40.0,4.08,,ok
2026-09-20T06:52:00Z,DEMO-PUMP-03,1.93,,8.09,99.6,partial
2026-09-20T06:52:00Z,DEMO-PUMP-04,1.90,46.9,7.86,101.2,ok
2026-09-20T06:53:00Z,DEMO-FAN-01,2.92,40.7,4.13,,ok
2026-09-20T06:53:00Z,DEMO-PUMP-03,1.95,,8.00,98.7,partial
2026-09-20T06:53:00Z,DEMO-PUMP-04,1.84,44.8,7.99,101.9,ok
2026-09-20T06:54:00Z,DEMO-FAN-01,2.96,38.5,4.28,,ok
2026-09-20T06:54:00Z,DEMO-PUMP-03,1.99,,8.13,100.8,partial
2026-09-20T06:54:00Z,DEMO-PUMP-04,2.19,45.7,7.99,99.9,ok
2026-09-20T06:55:00Z,DEMO-FAN-01,2.57,38.5,4.29,,ok
2026-09-20T06:55:00Z,DEMO-PUMP-03,1.90,,7.93,101.9,partial
2026-09-20T06:55:00Z,DEMO-PUMP-04,1.92,44.8,8.12,100.8,ok
2026-09-20T06:56:00Z,DEMO-FAN-01,2.71,40.8,4.35,,ok
2026-09-20T06:56:00Z,DEMO-PUMP-03,1.99,,8.04,99.4,partial
2026-09-20T06:56:00Z,DEMO-PUMP-04,1.96,45.7,8.01,101.4,ok
2026-09-20T06:57:00Z,DEMO-FAN-01,2.88,39.7,4.21,,ok
2026-09-20T06:57:00Z,DEMO-PUMP-03,2.03,,7.90,98.6,partial
2026-09-20T06:57:00Z,DEMO-PUMP-04,2.02,47.0,8.17,99.4,ok
2026-09-20T06:58:00Z,DEMO-FAN-01,2.70,38.3,4.37,,ok
2026-09-20T06:58:00Z,DEMO-PUMP-03,2.11,,8.18,99.3,partial
2026-09-20T06:58:00Z,DEMO-PUMP-04,2.13,44.3,8.17,100.0,ok
2026-09-20T06:59:00Z,DEMO-FAN-01,2.66,40.8,4.36,,ok
2026-09-20T06:59:00Z,DEMO-PUMP-03,1.95,,8.05,98.4,partial
2026-09-20T06:59:00Z,DEMO-PUMP-04,1.99,45.7,7.91,101.8,ok
2026-09-20T07:00:00Z,DEMO-FAN-01,2.70,38.6,4.38,,ok
2026-09-20T07:00:00Z,DEMO-PUMP-03,2.13,,8.03,100.0,partial
2026-09-20T07:00:00Z,DEMO-PUMP-04,2.09,46.9,7.86,98.1,ok
2026-09-20T07:01:00Z,DEMO-FAN-01,2.52,40.0,4.07,,ok
2026-09-20T07:01:00Z,DEMO-PUMP-03,2.17,,8.22,99.1,partial
2026-09-20T07:01:00Z,DEMO-PUMP-04,1.88,46.8,7.80,100.4,ok
2026-09-20T07:02:00Z,DEMO-FAN-01,2.68,40.6,4.13,,ok
2026-09-20T07:02:00Z,DEMO-PUMP-03,2.38,,8.23,96.9,partial
2026-09-20T07:02:00Z,DEMO-PUMP-04,2.11,46.1,8.13,98.8,ok
2026-09-20T07:03:00Z,DEMO-FAN-01,2.55,40.9,4.40,,ok
2026-09-20T07:03:00Z,DEMO-PUMP-03,2.50,,7.88,96.6,partial
2026-09-20T07:03:00Z,DEMO-PUMP-04,1.88,44.0,8.10,98.0,ok
2026-09-20T07:04:00Z,DEMO-FAN-01,3.00,39.6,4.08,,ok
2026-09-20T07:04:00Z,DEMO-PUMP-03,2.27,,8.26,95.6,partial
2026-09-20T07:04:00Z,DEMO-PUMP-04,2.08,46.0,8.17,98.3,ok
2026-09-20T07:05:00Z,DEMO-FAN-01,2.75,39.4,4.23,,ok
2026-09-20T07:05:00Z,DEMO-PUMP-03,2.70,,8.22,96.1,partial
2026-09-20T07:05:00Z,DEMO-PUMP-04,1.94,46.1,7.81,98.8,ok
2026-09-20T07:06:00Z,DEMO-FAN-01,2.86,40.3,4.24,,ok
2026-09-20T07:06:00Z,DEMO-PUMP-03,2.67,,8.33,95.4,partial
2026-09-20T07:06:00Z,DEMO-PUMP-04,2.10,45.4,8.14,98.4,ok
2026-09-20T07:07:00Z,DEMO-FAN-01,2.64,38.8,4.32,,ok
2026-09-20T07:07:00Z,DEMO-PUMP-03,2.46,,8.33,92.3,partial
2026-09-20T07:07:00Z,DEMO-PUMP-04,1.98,44.5,7.92,100.0,ok
2026-09-20T07:08:00Z,DEMO-FAN-01,2.89,39.2,4.24,,ok
2026-09-20T07:08:00Z,DEMO-PUMP-03,2.72,,8.25,95.2,partial
2026-09-20T07:08:00Z,DEMO-PUMP-04,2.06,44.7,8.06,100.8,ok
2026-09-20T07:09:00Z,DEMO-FAN-01,2.53,38.3,4.30,,ok
2026-09-20T07:09:00Z,DEMO-PUMP-03,2.84,,8.43,93.4,partial
2026-09-20T07:09:00Z,DEMO-PUMP-04,1.92,46.0,7.97,100.9,ok
2026-09-20T07:10:00Z,DEMO-FAN-01,2.60,39.7,4.14,,ok
2026-09-20T07:10:00Z,DEMO-PUMP-03,3.12,,8.39,91.3,partial
2026-09-20T07:10:00Z,DEMO-PUMP-04,2.15,44.6,7.83,101.3,ok
2026-09-20T07:11:00Z,DEMO-FAN-01,2.79,40.5,4.07,,ok
2026-09-20T07:11:00Z,DEMO-PUMP-03,3.21,,8.46,91.9,partial
2026-09-20T07:11:00Z,DEMO-PUMP-04,1.93,46.4,8.18,98.8,ok
2026-09-20T07:12:00Z,DEMO-FAN-01,2.83,38.8,4.11,,ok
2026-09-20T07:12:00Z,DEMO-PUMP-03,3.21,,8.54,90.3,partial
2026-09-20T07:12:00Z,DEMO-PUMP-04,2.04,46.6,7.87,99.9,ok
2026-09-20T07:13:00Z,DEMO-FAN-01,2.54,38.7,4.39,,ok
2026-09-20T07:13:00Z,DEMO-PUMP-03,3.58,,8.14,90.4,partial
2026-09-20T07:13:00Z,DEMO-PUMP-04,2.17,46.2,8.09,100.3,ok
2026-09-20T07:14:00Z,DEMO-FAN-01,2.85,40.6,4.30,,ok
2026-09-20T07:14:00Z,DEMO-PUMP-03,3.28,,8.69,85.2,partial
2026-09-20T07:14:00Z,DEMO-PUMP-04,2.18,46.8,7.84,100.2,ok
2026-09-20T07:15:00Z,DEMO-FAN-01,2.69,40.2,4.28,,ok
2026-09-20T07:15:00Z,DEMO-PUMP-03,3.60,,8.56,85.3,partial
2026-09-20T07:15:00Z,DEMO-PUMP-04,2.13,44.8,7.87,98.4,ok
2026-09-20T07:16:00Z,DEMO-FAN-01,2.56,40.1,4.36,,ok
2026-09-20T07:16:00Z,DEMO-PUMP-03,3.77,,8.27,88.6,partial
2026-09-20T07:16:00Z,DEMO-PUMP-04,1.81,44.1,7.87,100.6,ok
2026-09-20T07:17:00Z,DEMO-FAN-01,2.52,38.3,4.03,,ok
2026-09-20T07:17:00Z,DEMO-PUMP-03,3.56,,8.69,87.7,partial
2026-09-20T07:17:00Z,DEMO-PUMP-04,1.97,44.6,8.07,98.9,ok
2026-09-20T07:18:00Z,DEMO-FAN-01,2.61,40.1,4.28,,ok
2026-09-20T07:18:00Z,DEMO-PUMP-03,3.91,,8.73,82.9,partial
2026-09-20T07:18:00Z,DEMO-PUMP-04,1.93,44.8,8.15,100.2,ok
2026-09-20T07:19:00Z,DEMO-FAN-01,2.63,38.3,4.18,,ok
2026-09-20T07:19:00Z,DEMO-PUMP-03,3.97,,8.41,85.1,partial
2026-09-20T07:19:00Z,DEMO-PUMP-04,2.04,46.8,7.92,101.9,ok
2026-09-20T07:20:00Z,DEMO-FAN-01,2.95,38.8,4.18,,ok
2026-09-20T07:20:00Z,DEMO-PUMP-03,4.26,,8.85,80.6,partial
2026-09-20T07:20:00Z,DEMO-PUMP-04,2.04,45.8,8.08,100.1,ok
2026-09-20T07:21:00Z,DEMO-FAN-01,2.63,40.8,4.16,,ok
2026-09-20T07:21:00Z,DEMO-PUMP-03,3.93,,8.36,83.5,partial
2026-09-20T07:21:00Z,DEMO-PUMP-04,2.12,44.4,8.09,102.0,ok
2026-09-20T07:22:00Z,DEMO-FAN-01,2.77,38.0,4.15,,ok
2026-09-20T07:22:00Z,DEMO-PUMP-03,4.22,,8.94,82.3,partial
2026-09-20T07:22:00Z,DEMO-PUMP-04,1.96,45.1,8.17,100.8,ok
2026-09-20T07:23:00Z,DEMO-FAN-01,2.56,38.7,4.22,,ok
2026-09-20T07:23:00Z,DEMO-PUMP-03,4.49,,8.95,80.5,partial
2026-09-20T07:23:00Z,DEMO-PUMP-04,2.14,46.3,7.86,102.0,ok
2026-09-20T07:24:00Z,DEMO-FAN-01,2.72,40.7,4.03,,ok
2026-09-20T07:24:00Z,DEMO-PUMP-03,4.56,,8.63,78.5,partial
2026-09-20T07:24:00Z,DEMO-PUMP-04,2.12,44.2,8.16,100.5,ok
2026-09-20T07:25:00Z,DEMO-FAN-01,2.91,40.2,4.16,,ok
2026-09-20T07:25:00Z,DEMO-PUMP-03,4.60,,8.83,77.8,partial
2026-09-20T07:25:00Z,DEMO-PUMP-04,2.14,44.3,7.88,100.4,ok
2026-09-20T07:26:00Z,DEMO-FAN-01,2.74,38.8,4.10,,ok
2026-09-20T07:26:00Z,DEMO-PUMP-03,4.46,,8.45,79.6,partial
2026-09-20T07:26:00Z,DEMO-PUMP-04,1.88,46.5,8.07,101.8,ok
2026-09-20T07:27:00Z,DEMO-FAN-01,2.89,40.4,4.08,,ok
2026-09-20T07:27:00Z,DEMO-PUMP-03,5.02,,8.73,79.2,partial
2026-09-20T07:27:00Z,DEMO-PUMP-04,1.96,46.5,7.88,99.0,ok
2026-09-20T07:28:00Z,DEMO-FAN-01,2.69,39.9,4.17,,ok
2026-09-20T07:28:00Z,DEMO-PUMP-03,4.80,,9.03,73.0,partial
2026-09-20T07:28:00Z,DEMO-PUMP-04,1.92,46.3,7.92,99.4,ok
2026-09-20T07:29:00Z,DEMO-FAN-01,2.72,38.3,4.39,,ok
2026-09-20T07:29:00Z,DEMO-PUMP-03,5.06,,9.02,74.7,partial
2026-09-20T07:29:00Z,DEMO-PUMP-04,1.98,44.8,7.91,100.9,ok
2026-09-20T07:30:00Z,DEMO-FAN-01,2.93,38.4,4.19,,ok
2026-09-20T07:30:00Z,DEMO-PUMP-03,4.88,,8.93,73.7,partial
2026-09-20T07:30:00Z,DEMO-PUMP-04,2.17,45.0,8.17,99.2,ok
2026-09-20T07:31:00Z,DEMO-FAN-01,2.59,40.4,4.25,,ok
2026-09-20T07:31:00Z,DEMO-PUMP-03,4.90,,9.02,76.5,partial
2026-09-20T07:31:00Z,DEMO-PUMP-04,1.82,44.9,7.82,101.7,ok
2026-09-20T07:32:00Z,DEMO-FAN-01,2.72,39.9,4.34,,ok
2026-09-20T07:32:00Z,DEMO-PUMP-03,5.39,,8.87,71.6,partial
2026-09-20T07:32:00Z,DEMO-PUMP-04,1.97,45.1,7.82,100.2,ok
2026-09-20T07:33:00Z,DEMO-FAN-01,2.88,39.8,4.16,,ok
2026-09-20T07:33:00Z,DEMO-PUMP-03,5.16,,8.91,71.8,partial
2026-09-20T07:33:00Z,DEMO-PUMP-04,2.01,45.9,8.13,100.6,ok
2026-09-20T07:34:00Z,DEMO-FAN-01,2.96,39.8,4.28,,ok
2026-09-20T07:34:00Z,DEMO-PUMP-03,5.80,,8.94,71.3,partial
2026-09-20T07:34:00Z,DEMO-PUMP-04,1.93,44.4,7.80,101.2,ok
2026-09-20T07:35:00Z,DEMO-FAN-01,2.76,39.7,4.19,,ok
2026-09-20T07:35:00Z,DEMO-PUMP-03,5.11,,9.04,68.9,partial
2026-09-20T07:35:00Z,DEMO-PUMP-04,2.00,45.0,7.88,99.8,ok
2026-09-20T07:36:00Z,DEMO-FAN-01,2.69,40.8,4.23,,ok
2026-09-20T07:36:00Z,DEMO-PUMP-03,5.99,,8.91,67.7,partial
2026-09-20T07:36:00Z,DEMO-PUMP-04,2.18,44.8,7.91,101.4,ok
2026-09-20T07:37:00Z,DEMO-FAN-01,2.68,38.1,4.20,,ok
2026-09-20T07:37:00Z,DEMO-PUMP-03,5.68,,9.09,65.8,partial
2026-09-20T07:37:00Z,DEMO-PUMP-04,1.90,45.8,7.87,99.9,ok
2026-09-20T07:38:00Z,DEMO-FAN-01,2.96,40.3,4.11,,ok
2026-09-20T07:38:00Z,DEMO-PUMP-03,5.63,,8.77,68.0,partial
2026-09-20T07:38:00Z,DEMO-PUMP-04,1.98,44.3,7.81,101.4,ok
2026-09-20T07:39:00Z,DEMO-FAN-01,2.57,38.7,4.34,,ok
2026-09-20T07:39:00Z,DEMO-PUMP-03,6.03,,9.10,63.2,partial
2026-09-20T07:39:00Z,DEMO-PUMP-04,1.88,44.9,7.89,100.7,ok
2026-09-20T07:40:00Z,DEMO-FAN-01,2.58,40.9,4.27,,ok
2026-09-20T07:40:00Z,DEMO-PUMP-03,5.90,,8.88,61.8,partial
2026-09-20T07:40:00Z,DEMO-PUMP-04,2.06,44.7,8.08,100.0,ok
2026-09-20T07:41:00Z,DEMO-FAN-01,2.73,39.0,4.32,,ok
2026-09-20T07:41:00Z,DEMO-PUMP-03,6.42,,9.26,68.0,partial
2026-09-20T07:41:00Z,DEMO-PUMP-04,1.91,45.4,7.97,99.4,ok
2026-09-20T07:42:00Z,DEMO-FAN-01,2.56,38.7,4.32,,ok
2026-09-20T07:42:00Z,DEMO-PUMP-03,5.94,,8.90,65.1,partial
2026-09-20T07:42:00Z,DEMO-PUMP-04,1.97,46.0,8.06,98.4,ok
2026-09-20T07:43:00Z,DEMO-FAN-01,2.97,39.5,4.28,,ok
2026-09-20T07:43:00Z,DEMO-PUMP-03,6.44,,9.45,66.0,partial
2026-09-20T07:43:00Z,DEMO-PUMP-04,1.95,45.3,7.88,98.5,ok
2026-09-20T07:44:00Z,DEMO-FAN-01,2.69,38.5,4.37,,ok
2026-09-20T07:44:00Z,DEMO-PUMP-03,5.51,,8.95,62.3,partial
2026-09-20T07:44:00Z,DEMO-PUMP-04,2.11,45.0,8.16,98.3,ok
2026-09-20T07:45:00Z,DEMO-FAN-01,2.51,39.1,4.39,,ok
2026-09-20T07:45:00Z,DEMO-PUMP-03,5.87,,9.06,60.8,partial
2026-09-20T07:45:00Z,DEMO-PUMP-04,2.10,45.7,8.00,99.2,ok
